Day,Month,date,Year, Temperature (øF) Max,Temperature (øF) Min,Dew Point (øF) Max,Dew Point (øF) Min,Humidity Max,Humidity Min,Wind Speed Max, Wind Speed Min,Pressure Max,Pressure Min
19,4,19.04.2012,2012,88,77,72,48,78,32,31,0,30,30
20,4,20.04.2012,2012,88,75,68,55,73,33,20,0,30,30
21,4,21.04.2012,2012,90,75,70,52,78,27,21,0,30,0
22,4,22.04.2012,2012,91,77,70,63,78,38,23,7,30,0
23,4,23.04.2012,2012,90,79,72,59,78,36,29,6,30,30
24,4,24.04.2012,2012,90,0,70,0,78,0,18,0,30,0
25,4,25.04.2012,2012,93,77,70,52,78,24,28,0,30,30
26,4,26.04.2012,2012,95,77,72,57,74,28,17,0,30,30
27,4,27.04.2012,2012,91,79,72,66,78,43,16,3,30,0
28,4,28.04.2012,2012,100,77,72,45,74,15,16,0,30,30
29,4,29.04.2012,2012,106,77,70,36,74,9,23,5,30,30
30,4,30.04.2012,2012,104,81,63,28,54,7,25,0,30,0
1,5,01.05.2012,2012,106,81,64,0,54,5,22,0,30,30
2,5,02.05.2012,2012,95,81,75,52,79,29,17,0,30,0
3,5,03.05.2012,2012,106,81,73,41,79,11,24,5,30,0
4,5,04.05.2012,2012,108,0,70,0,69,0,18,0,30,30
5,5,05.05.2012,2012,93,81,75,54,79,35,18,5,30,0
6,5,06.05.2012,2012,91,81,75,70,79,49,20,0,30,0
7,5,07.05.2012,2012,93,82,82,70,89,49,20,7,30,0
8,5,08.05.2012,2012,91,81,73,70,79,49,71,6,30,30
9,5,09.05.2012,2012,93,81,75,72,79,49,124,0,30,30
10,5,10.05.2012,2012,93,81,75,55,79,35,29,3,30,30
11,5,11.05.2012,2012,93,81,75,54,84,39,24,0,30,0
12,5,12.05.2012,2012,91,82,77,73,79,55,23,5,30,30
13,5,13.05.2012,2012,93,81,75,70,84,46,26,8,30,30
14,5,14.05.2012,2012,93,81,73,70,79,46,25,6,30,0
15,5,15.05.2012,2012,93,81,75,72,79,49,24,0,30,30
16,5,16.05.2012,2012,91,82,75,72,79,52,31,0,30,0
17,5,17.05.2012,2012,90,82,75,72,79,55,23,6,30,30
18,5,18.05.2012,2012,91,81,73,72,79,52,25,6,30,0
19,5,19.05.2012,2012,93,81,75,52,79,27,40,0,30,30
20,5,20.05.2012,2012,93,82,75,66,79,49,23,0,30,0
21,5,21.05.2012,2012,95,0,75,0,79,0,22,9,30,30
22,5,22.05.2012,2012,99,82,75,70,79,42,22,8,30,0
23,5,23.05.2012,2012,95,82,75,72,79,47,28,0,30,30
24,5,24.05.2012,2012,93,82,75,68,79,52,23,8,30,30
25,5,25.05.2012,2012,95,81,75,68,84,44,23,8,30,0
26,5,26.05.2012,2012,93,81,75,72,84,52,23,9,30,0
27,5,27.05.2012,2012,95,82,75,70,79,44,22,5,30,0
28,5,28.05.2012,2012,95,82,77,72,84,47,26,8,30,30
29,5,29.05.2012,2012,95,82,77,73,79,49,23,8,30,30
30,5,30.05.2012,2012,88,82,75,73,79,66,18,8,30,0
31,5,31.05.2012,2012,99,86,77,66,70,37,23,6,30,0
1,6,01.06.2012,2012,100,82,77,64,79,31,22,7,30,0
2,6,02.06.2012,2012,93,82,77,72,79,49,25,9,30,0
3,6,03.06.2012,2012,93,82,75,72,74,55,29,0,30,0
4,6,04.06.2012,2012,93,82,75,72,79,52,163,0,29,0
5,6,05.06.2012,2012,95,84,77,70,79,46,24,0,29,29
6,6,06.06.2012,2012,91,84,79,73,79,55,26,2,29,29
7,6,07.06.2012,2012,93,82,75,68,79,46,20,0,30,30
8,6,08.06.2012,2012,97,82,75,66,79,39,21,7,30,30
9,6,09.06.2012,2012,95,82,73,66,74,41,29,9,30,0
10,6,10.06.2012,2012,93,82,73,68,74,46,28,12,30,0
11,6,11.06.2012,2012,93,84,75,72,74,49,21,9,29,0
12,6,12.06.2012,2012,93,82,75,72,79,49,16,3,30,29
13,6,13.06.2012,2012,95,82,75,73,79,49,15,3,30,29
14,6,14.06.2012,2012,97,82,77,64,79,34,16,3,30,0
15,6,15.06.2012,2012,95,84,75,70,74,44,21,6,30,0
16,6,16.06.2012,2012,91,84,75,73,74,55,24,9,30,0
17,6,17.06.2012,2012,93,84,75,73,74,52,277,12,29,0
18,6,18.06.2012,2012,93,84,77,75,74,56,23,10,29,0
19,6,19.06.2012,2012,93,84,75,64,74,48,30,12,30,0
20,6,20.06.2012,2012,93,84,75,70,74,46,31,12,30,29
21,6,21.06.2012,2012,93,0,75,0,74,0,31,12,30,0
22,6,22.06.2012,2012,91,84,75,72,74,55,28,9,30,0
23,6,23.06.2012,2012,93,82,75,73,79,52,23,9,30,0
24,6,24.06.2012,2012,91,82,75,73,79,55,30,10,29,29
25,6,25.06.2012,2012,91,82,75,70,79,52,30,12,30,29
26,6,26.06.2012,2012,90,82,75,72,79,55,29,12,30,0
27,6,27.06.2012,2012,91,82,75,73,79,55,31,15,30,29
28,6,28.06.2012,2012,91,82,75,55,79,39,22,0,30,29
29,6,29.06.2012,2012,91,82,75,70,79,49,21,9,30,29
30,6,30.06.2012,2012,91,82,75,72,79,52,21,7,30,0
1,7,01.07.2012,2012,91,82,75,72,74,55,21,8,29,0
2,7,02.07.2012,2012,91,84,75,73,74,55,16,10,29,0
3,7,03.07.2012,2012,93,82,75,72,74,49,139,7,29,0
4,7,04.07.2012,2012,91,68,75,72,74,0,207,9,29,29
5,7,05.07.2012,2012,91,0,77,0,79,0,21,7,29,0
6,7,06.07.2012,2012,93,84,77,73,79,52,23,8,29,0
7,7,07.07.2012,2012,93,84,75,72,74,49,239,12,29,0
8,7,08.07.2012,2012,93,84,75,72,74,49,18,7,29,0
9,7,09.07.2012,2012,91,84,77,72,79,52,20,6,30,29
10,7,10.07.2012,2012,97,84,75,72,74,44,21,6,30,29
11,7,11.07.2012,2012,91,82,75,73,79,59,21,7,30,0
12,7,12.07.2012,2012,93,84,75,72,74,49,29,12,30,29
13,7,13.07.2012,2012,91,84,75,72,74,52,28,10,30,0
14,7,14.07.2012,2012,90,84,75,72,74,55,29,0,30,29
15,7,15.07.2012,2012,90,82,75,70,74,52,28,14,30,29
16,7,16.07.2012,2012,90,82,75,72,79,55,21,6,30,0
17,7,17.07.2012,2012,93,0,75,0,79,0,22,7,30,29
18,7,18.07.2012,2012,90,0,81,0,94,0,28,9,30,0
19,7,19.07.2012,2012,88,82,75,73,79,66,26,14,29,29
20,7,20.07.2012,2012,90,82,77,73,84,62,23,9,29,29
21,7,21.07.2012,2012,93,82,75,73,79,52,17,6,30,0
22,7,22.07.2012,2012,93,82,75,72,74,52,23,6,30,29
23,7,23.07.2012,2012,90,82,73,72,74,59,23,0,29,0
24,7,24.07.2012,2012,90,82,75,72,79,55,29,10,29,29
25,7,25.07.2012,2012,88,82,73,70,74,58,29,0,29,0
26,7,26.07.2012,2012,88,82,73,72,74,58,23,0,29,0
27,7,27.07.2012,2012,91,81,73,70,74,49,25,12,29,0
28,7,28.07.2012,2012,90,81,73,68,74,52,23,0,29,29
29,7,29.07.2012,2012,86,81,75,70,74,58,31,12,30,29
30,7,30.07.2012,2012,84,81,75,70,74,62,25,12,30,29
31,7,31.07.2012,2012,86,81,72,70,74,58,29,12,29,29
1,8,01.08.2012,2012,88,81,73,70,74,55,25,10,30,0
2,8,02.08.2012,2012,88,81,81,70,89,55,227,10,30,0
3,8,03.08.2012,2012,86,81,73,70,79,62,33,0,29,29
4,8,04.08.2012,2012,84,79,73,72,79,66,23,10,29,0
5,8,05.08.2012,2012,90,81,73,59,79,36,18,6,30,0
6,8,06.08.2012,2012,91,82,73,70,74,49,24,7,30,29
7,8,07.08.2012,2012,93,81,73,70,74,49,24,8,30,0
8,8,08.08.2012,2012,91,81,73,70,79,49,28,9,30,29
9,8,09.08.2012,2012,90,81,72,68,74,52,29,0,30,29
10,8,10.08.2012,2012,88,81,73,70,79,55,18,9,30,0
11,8,11.08.2012,2012,90,81,72,70,74,55,20,8,30,29
12,8,12.08.2012,2012,91,81,73,70,74,49,21,0,30,29
13,8,13.08.2012,2012,90,81,72,70,74,52,25,8,30,29
14,8,14.08.2012,2012,90,81,73,70,74,52,21,7,30,0
15,8,15.08.2012,2012,91,81,73,68,79,49,22,12,30,0
16,8,16.08.2012,2012,90,0,72,0,74,0,22,0,30,30
17,8,17.08.2012,2012,90,81,72,70,74,52,23,7,30,29
18,8,18.08.2012,2012,88,81,72,70,74,55,24,9,30,0
19,8,19.08.2012,2012,91,0,73,0,74,0,17,0,30,29
20,8,20.08.2012,2012,91,82,73,68,74,49,17,0,30,29
21,8,21.08.2012,2012,90,81,73,70,79,52,21,6,30,0
22,8,22.08.2012,2012,88,82,75,70,79,55,18,8,30,0
23,8,23.08.2012,2012,88,81,73,70,79,55,152,6,30,30
24,8,24.08.2012,2012,90,81,75,70,84,52,25,9,30,30
25,8,25.08.2012,2012,86,81,73,72,79,62,22,12,30,0
26,8,26.08.2012,2012,90,79,75,70,89,52,18,7,30,0
27,8,27.08.2012,2012,91,81,75,72,84,52,20,7,30,0
28,8,28.08.2012,2012,93,81,75,70,84,46,21,0,30,30
29,8,29.08.2012,2012,95,82,75,72,74,47,17,5,30,0
30,8,30.08.2012,2012,99,82,77,54,84,29,17,0,30,0
31,8,31.08.2012,2012,93,81,77,70,84,46,16,0,30,29
1,9,01.09.2012,2012,93,81,75,70,79,46,14,5,30,0
2,9,02.09.2012,2012,93,82,77,64,79,38,23,5,30,29
3,9,03.09.2012,2012,93,82,77,72,84,49,22,0,30,0
4,9,04.09.2012,2012,95,81,75,70,74,44,22,5,30,0
5,9,05.09.2012,2012,91,81,84,72,84,0,12,0,30,29
6,9,06.09.2012,2012,97,79,79,70,100,41,25,0,30,0
7,9,07.09.2012,2012,90,81,77,73,89,59,31,3,30,29
8,9,08.09.2012,2012,91,81,81,73,94,55,29,0,30,0
9,9,09.09.2012,2012,90,0,77,0,84,0,16,0,30,0
10,9,10.09.2012,2012,90,0,77,0,100,0,12,0,30,0
11,9,11.09.2012,2012,88,81,79,73,89,66,14,0,30,0
12,9,12.09.2012,2012,88,79,81,75,100,66,15,0,30,30
13,9,13.09.2012,2012,90,81,77,73,84,62,16,0,30,0
14,9,14.09.2012,2012,88,82,77,73,84,62,21,8,30,0
15,9,15.09.2012,2012,88,81,75,73,84,62,22,8,30,0
16,9,16.09.2012,2012,91,81,75,72,84,52,18,0,30,0
17,9,17.09.2012,2012,93,81,75,57,84,33,16,6,30,30
18,9,18.09.2012,2012,95,0,75,0,84,0,15,0,30,30
19,9,19.09.2012,2012,90,79,75,70,84,55,14,0,30,0
20,9,20.09.2012,2012,91,79,75,64,84,41,17,0,30,30
21,9,21.09.2012,2012,91,79,73,68,83,46,17,6,30,30
22,9,22.09.2012,2012,90,79,75,70,78,55,22,7,30,30
23,9,23.09.2012,2012,88,79,72,68,74,52,25,0,30,30
24,9,24.09.2012,2012,90,0,72,0,78,0,24,8,30,0
25,9,25.09.2012,2012,88,68,72,70,74,0,25,10,30,0
26,9,26.09.2012,2012,90,0,73,0,78,0,23,0,30,0
27,9,27.09.2012,2012,91,77,73,63,79,43,23,5,30,30
28,9,28.09.2012,2012,91,75,73,68,89,46,16,0,30,30
29,9,29.09.2012,2012,91,79,73,70,83,49,14,3,30,0
30,9,30.09.2012,2012,95,75,73,57,89,28,14,0,30,30
1,10,01.10.2012,2012,99,75,75,52,89,22,13,0,30,0
2,10,02.10.2012,2012,95,77,75,64,89,38,16,3,30,0
3,10,03.10.2012,2012,97,0,75,0,89,0,12,0,30,0
4,10,04.10.2012,2012,93,0,73,0,88,0,15,0,30,0
5,10,05.10.2012,2012,91,70,73,63,89,40,15,3,30,0
6,10,06.10.2012,2012,90,0,73,0,88,0,15,0,30,30
7,10,07.10.2012,2012,91,75,72,61,78,36,14,0,30,0
8,10,08.10.2012,2012,99,0,75,0,88,0,12,0,30,0
9,10,09.10.2012,2012,93,0,72,0,88,0,14,0,30,0
10,10,10.10.2012,2012,93,73,72,63,88,36,14,0,30,0
11,10,11.10.2012,2012,90,0,75,0,88,0,16,0,30,30
12,10,12.10.2012,2012,90,75,73,70,89,52,21,0,30,30
13,10,13.10.2012,2012,91,77,73,70,83,52,16,0,30,30
14,10,14.10.2012,2012,91,77,72,68,83,46,115,0,30,30
15,10,15.10.2012,2012,90,77,73,66,89,46,21,3,30,0
16,10,16.10.2012,2012,91,79,75,68,74,49,13,0,30,30
17,10,17.10.2012,2012,93,73,72,54,74,26,16,0,30,30
18,10,18.10.2012,2012,91,73,73,59,89,36,12,0,30,0
19,10,19.10.2012,2012,93,0,72,0,89,0,12,0,30,0
20,10,20.10.2012,2012,95,0,171,0,83,0,21,0,30,30
21,10,21.10.2012,2012,97,72,64,46,78,18,14,2,30,0
22,10,22.10.2012,2012,97,0,68,0,69,0,14,0,30,0
23,10,23.10.2012,2012,97,72,70,41,83,15,12,0,30,30
24,10,24.10.2012,2012,93,70,59,39,60,16,13,0,30,0
25,10,25.10.2012,2012,95,0,66,0,69,0,17,0,30,30
26,10,26.10.2012,2012,95,0,72,0,83,0,13,0,30,30
27,10,27.10.2012,2012,95,68,70,39,88,16,12,0,30,0
28,10,28.10.2012,2012,95,66,57,0,60,11,12,0,30,0
29,10,29.10.2012,2012,97,64,59,0,49,8,13,0,30,0
30,10,30.10.2012,2012,95,64,48,0,46,8,14,0,30,0
31,10,31.10.2012,2012,95,0,52,0,46,0,13,0,30,30
1,11,01.11.2012,2012,95,64,46,28,42,9,14,0,30,0
2,11,02.11.2012,2012,95,0,57,0,53,0,13,0,30,30
3,11,03.11.2012,2012,93,66,68,36,74,13,13,0,30,30
4,11,04.11.2012,2012,91,66,70,50,88,24,14,0,30,30
5,11,05.11.2012,2012,90,68,72,64,88,43,16,0,30,30
6,11,06.11.2012,2012,90,68,70,54,88,29,13,0,30,0
7,11,07.11.2012,2012,90,68,70,46,88,22,18,0,30,30
8,11,08.11.2012,2012,90,68,72,64,88,43,17,0,30,0
9,11,09.11.2012,2012,90,0,72,0,88,0,20,0,30,0
10,11,10.11.2012,2012,93,0,75,0,88,0,14,0,30,0
11,11,11.11.2012,2012,91,0,68,0,88,0,14,0,30,0
12,11,12.11.2012,2012,90,68,72,55,94,39,8,0,30,0
13,11,13.11.2012,2012,91,0,68,0,88,0,12,0,30,0
14,11,14.11.2012,2012,88,0,66,0,73,0,12,0,30,30
15,11,15.11.2012,2012,90,64,68,46,88,22,12,2,30,30
16,11,16.11.2012,2012,90,64,68,54,94,29,14,0,30,0
17,11,17.11.2012,2012,86,68,70,64,88,58,14,0,30,30
18,11,18.11.2012,2012,90,70,70,46,88,22,8,0,30,0
19,11,19.11.2012,2012,88,0,64,0,78,0,13,0,30,30
20,11,20.11.2012,2012,88,61,41,0,45,13,10,0,30,30
21,11,21.11.2012,2012,88,57,50,0,72,13,14,0,30,30
22,11,22.11.2012,2012,88,63,64,48,69,27,14,0,30,0
23,11,23.11.2012,2012,88,0,68,0,83,0,16,0,30,30
24,11,24.11.2012,2012,86,63,66,0,88,14,12,0,30,0
25,11,25.11.2012,2012,84,59,50,0,56,14,18,0,30,30
26,11,26.11.2012,2012,86,59,59,39,68,23,13,0,30,0
27,11,27.11.2012,2012,84,59,64,52,94,33,12,0,30,30
28,11,28.11.2012,2012,86,63,68,57,88,37,20,0,30,0
29,11,29.11.2012,2012,88,66,70,21,83,12,15,0,30,30
30,11,30.11.2012,2012,84,57,70,0,51,0,13,0,30,30
1,12,01.12.2012,2012,82,55,55,36,64,24,12,0,30,0
2,12,02.12.2012,2012,82,57,45,34,51,20,75,0,30,0
3,12,03.12.2012,2012,91,57,43,28,52,14,17,5,30,0
4,12,04.12.2012,2012,84,0,36,0,39,0,100,5,30,0
5,12,05.12.2012,2012,86,61,45,0,37,15,10,0,30,0
6,12,06.12.2012,2012,88,0,57,0,64,0,12,0,30,0
7,12,07.12.2012,2012,86,63,63,46,73,32,13,0,30,0
8,12,08.12.2012,2012,88,64,68,59,88,46,9,0,30,0
9,12,09.12.2012,2012,84,63,66,52,83,35,16,0,30,0
10,12,10.12.2012,2012,88,63,63,0,83,12,12,0,30,30
11,12,11.12.2012,2012,88,57,55,0,77,12,12,0,30,0
12,12,12.12.2012,2012,82,57,63,43,73,36,16,0,30,0
13,12,13.12.2012,2012,79,0,68,0,100,0,39,0,30,0
14,12,14.12.2012,2012,79,59,63,45,88,30,16,0,30,0
15,12,15.12.2012,2012,73,57,52,45,82,36,20,6,30,0
16,12,16.12.2012,2012,77,61,50,34,63,30,20,6,30,0
17,12,17.12.2012,2012,79,64,46,37,52,23,23,0,30,0
18,12,18.12.2012,2012,84,59,54,41,63,26,12,0,30,0
19,12,19.12.2012,2012,81,0,50,0,72,0,12,0,30,0
20,12,20.12.2012,2012,81,0,57,0,82,0,12,0,30,0
21,12,21.12.2012,2012,81,0,57,0,88,0,8,0,30,0
22,12,22.12.2012,2012,84,52,41,0,58,12,14,0,30,0
23,12,23.12.2012,2012,84,0,55,0,72,0,12,0,30,0
24,12,24.12.2012,2012,82,0,54,0,88,0,9,0,30,0
25,12,25.12.2012,2012,82,0,46,0,63,0,10,0,30,0
26,12,26.12.2012,2012,82,54,48,39,67,23,10,0,30,0
27,12,27.12.2012,2012,81,55,64,48,82,45,17,0,30,0
28,12,28.12.2012,2012,75,63,64,12,78,10,23,3,30,0
29,12,29.12.2012,2012,72,0,25,0,33,0,113,3,30,0
30,12,30.12.2012,2012,73,48,27,12,43,10,14,3,30,30
31,12,31.12.2012,2012,75,43,30,0,49,13,14,0,30,0
1,1,01.01.2013,2013,77,46,36,0,62,11,12,0,30,30
2,1,02.01.2013,2013,79,46,39,18,53,10,17,0,30,30
3,1,03.01.2013,2013,75,48,52,36,77,33,13,0,30,30
4,1,04.01.2013,2013,77,52,50,0,88,15,9,0,30,0
5,1,05.01.2013,2013,77,48,46,36,71,24,14,0,30,0
6,1,06.01.2013,2013,75,0,46,0,63,0,59,0,30,0
7,1,07.01.2013,2013,77,52,45,36,59,25,10,0,30,0
8,1,08.01.2013,2013,75,52,46,30,67,19,10,0,30,30
9,1,09.01.2013,2013,81,55,61,45,72,44,9,0,30,30
10,1,10.01.2013,2013,79,59,61,43,83,41,12,0,30,0
11,1,11.01.2013,2013,81,59,64,55,94,47,12,0,30,0
12,1,12.01.2013,2013,82,66,66,37,88,27,21,3,30,0
13,1,13.01.2013,2013,81,59,41,0,45,6,12,0,30,0
14,1,14.01.2013,2013,77,52,55,34,73,31,16,0,30,30
15,1,15.01.2013,2013,77,59,61,45,77,36,12,0,30,30
16,1,16.01.2013,2013,77,57,57,39,73,29,10,0,30,0
17,1,17.01.2013,2013,68,0,48,0,63,0,17,0,30,30
18,1,18.01.2013,2013,72,0,41,0,67,0,14,0,30,0
19,1,19.01.2013,2013,79,46,36,-2,57,4,10,0,30,30
20,1,20.01.2013,2013,77,48,30,19,50,12,16,0,30,30
21,1,21.01.2013,2013,77,0,30,0,41,0,14,0,30,0
22,1,22.01.2013,2013,84,48,37,0,57,9,13,0,30,0
23,1,23.01.2013,2013,81,0,55,0,77,0,18,0,30,0
24,1,24.01.2013,2013,81,0,52,0,82,0,18,0,30,0
25,1,25.01.2013,2013,81,50,43,0,55,13,14,0,30,0
26,1,26.01.2013,2013,81,0,61,0,88,0,12,0,30,0
27,1,27.01.2013,2013,82,50,57,37,94,20,13,0,30,0
28,1,28.01.2013,2013,82,0,57,0,88,0,14,0,30,0
29,1,29.01.2013,2013,84,55,54,0,82,15,12,0,30,30
30,1,30.01.2013,2013,82,57,52,28,72,15,9,0,30,30
31,1,31.01.2013,2013,86,57,50,37,59,18,15,0,30,16
,,,2013,90,57,68,42,77,28,21,2,29,0
1,2,01.02.2013,2013,86,0,45,0,48,0,18,0,30,0
2,2,02.02.2013,2013,86,0,55,0,60,0,17,0,30,0
3,2,03.02.2013,2013,81,66,59,45,73,36,14,0,30,0
4,2,04.02.2013,2013,73,0,61,0,94,0,23,0,30,30
5,2,05.02.2013,2013,72,57,46,0,63,14,174,0,30,0
6,2,06.02.2013,2013,75,48,43,21,62,13,15,0,30,0
7,2,07.02.2013,2013,75,48,50,28,72,18,13,0,30,0
8,2,08.02.2013,2013,79,52,48,27,82,15,21,0,30,0
9,2,09.02.2013,2013,81,0,54,0,76,0,12,0,30,0
10,2,10.02.2013,2013,84,54,52,0,77,14,14,0,30,0
11,2,11.02.2013,2013,82,57,43,0,59,14,18,0,30,0
12,2,12.02.2013,2013,86,0,46,0,59,0,18,0,30,0
13,2,13.02.2013,2013,88,0,43,0,45,0,17,0,30,0
14,2,14.02.2013,2013,86,0,57,0,60,0,16,0,30,0
15,2,15.02.2013,2013,72,0,59,0,83,0,12,0,30,0
16,2,16.02.2013,2013,77,57,48,34,59,22,20,0,30,30
17,2,17.02.2013,2013,79,55,59,28,88,16,13,0,30,30
18,2,18.02.2013,2013,77,61,61,55,88,47,13,0,30,0
19,2,19.02.2013,2013,82,0,63,0,88,0,14,0,30,0
20,2,20.02.2013,2013,84,64,63,48,88,28,14,0,30,30
21,2,21.02.2013,2013,81,66,68,61,88,51,20,0,30,30
22,2,22.02.2013,2013,82,0,66,0,83,0,18,0,30,0
23,2,23.02.2013,2013,86,64,66,18,83,8,15,0,30,0
24,2,24.02.2013,2013,82,57,52,30,72,15,17,3,30,30
25,2,25.02.2013,2013,82,59,54,37,67,20,12,0,30,30
26,2,26.02.2013,2013,79,61,57,39,72,24,18,0,30,30
27,2,27.02.2013,2013,81,63,55,0,60,13,20,5,30,0
28,2,28.02.2013,2013,86,57,48,0,72,12,17,0,30,30
1,3,01.03.2013,2013,84,63,41,28,40,13,22,5,30,0
2,3,02.03.2013,2013,88,61,48,0,56,11,15,0,30,0
3,3,03.03.2013,2013,90,0,52,0,68,0,12,0,30,0
4,3,04.03.2013,2013,91,0,57,0,82,0,15,0,30,0
5,3,05.03.2013,2013,97,61,63,0,77,9,35,0,30,30
6,3,06.03.2013,2013,97,68,48,0,46,8,24,3,30,0
7,3,07.03.2013,2013,99,64,43,0,35,6,16,3,30,30
8,3,08.03.2013,2013,93,61,52,0,47,11,17,0,30,0
9,3,09.03.2013,2013,90,66,68,52,83,29,21,0,30,0
10,3,10.03.2013,2013,91,70,66,19,78,7,15,0,30,30
11,3,11.03.2013,2013,90,61,66,0,69,12,14,0,30,0
12,3,12.03.2013,2013,86,64,64,46,83,30,16,0,30,30
13,3,13.03.2013,2013,100,68,66,46,88,16,16,2,30,30
14,3,14.03.2013,2013,90,68,68,52,88,27,18,0,30,0
15,3,15.03.2013,2013,91,66,68,37,94,15,14,0,30,30
16,3,16.03.2013,2013,93,70,59,39,54,15,15,0,30,30
17,3,17.03.2013,2013,93,64,66,39,83,15,18,0,30,30
18,3,18.03.2013,2013,97,64,63,0,83,8,17,0,30,30
19,3,19.03.2013,2013,91,66,64,0,88,14,18,2,30,0
20,3,20.03.2013,2013,88,73,68,48,78,25,25,0,30,30
21,3,21.03.2013,2013,93,73,70,57,83,31,18,0,30,30
22,3,22.03.2013,2013,88,73,70,52,83,29,21,5,30,30
23,3,23.03.2013,2013,86,0,70,0,78,0,21,6,30,0
24,3,24.03.2013,2013,90,70,66,46,83,24,18,0,30,0
25,3,25.03.2013,2013,93,68,66,37,83,14,14,0,30,30
26,3,26.03.2013,2013,90,72,61,39,57,17,16,0,30,0
27,3,27.03.2013,2013,86,68,66,55,83,35,22,2,30,0
28,3,28.03.2013,2013,86,0,68,0,78,0,21,0,30,0
29,3,29.03.2013,2013,88,0,68,0,88,0,17,0,30,30
30,3,30.03.2013,2013,88,68,66,57,83,37,16,2,30,30
31,3,31.03.2013,2013,86,0,66,0,73,0,18,3,30,0
1,4,01.04.2013,2013,88,73,68,63,83,43,21,6,30,30
2,4,02.04.2013,2013,86,68,68,52,78,42,21,0,30,0
3,4,03.04.2013,2013,91,0,68,0,78,0,18,0,30,30
4,4,04.04.2013,2013,95,72,70,50,88,23,20,0,30,30
5,4,05.04.2013,2013,97,72,68,41,83,15,17,0,30,30
6,4,06.04.2013,2013,93,75,66,45,73,19,23,5,30,30
7,4,07.04.2013,2013,84,73,64,59,73,42,23,0,30,0
8,4,08.04.2013,2013,82,0,82,0,88,0,35,5,30,0
9,4,09.04.2013,2013,84,75,72,61,89,45,18,5,30,30
10,4,10.04.2013,2013,88,70,68,50,83,36,14,0,30,30
11,4,11.04.2013,2013,91,73,68,55,83,31,21,0,30,30
12,4,12.04.2013,2013,93,77,70,55,78,29,17,3,30,30
13,4,13.04.2013,2013,97,75,70,52,83,22,21,5,30,0
14,4,14.04.2013,2013,93,77,70,63,69,41,17,5,30,30
15,4,15.04.2013,2013,97,75,70,61,74,30,21,5,30,0
16,4,16.04.2013,2013,93,77,73,68,83,46,18,6,30,30
17,4,17.04.2013,2013,99,77,73,55,83,25,17,0,30,0
18,4,18.04.2013,2013,91,0,73,0,89,0,21,0,30,0
19,4,19.04.2013,2013,90,0,75,0,83,0,15,0,30,30
20,4,20.04.2013,2013,90,79,73,66,83,46,17,3,30,30
21,4,21.04.2013,2013,93,79,73,68,83,44,18,0,30,0
22,4,22.04.2013,2013,91,0,75,0,83,0,15,0,30,0
23,4,23.04.2013,2013,93,0,73,0,88,0,16,0,30,0
24,4,24.04.2013,2013,93,79,73,61,83,38,23,0,30,0
25,4,25.04.2013,2013,93,79,70,57,70,30,23,0,30,30
26,4,26.04.2013,2013,93,79,73,55,79,29,21,0,30,0
27,4,27.04.2013,2013,100,81,70,46,70,16,22,7,30,30
28,4,28.04.2013,2013,97,81,70,61,70,32,18,6,30,0
29,4,29.04.2013,2013,99,81,72,59,70,28,22,0,30,30
30,4,30.04.2013,2013,104,79,68,0,65,6,16,0,30,30
1,5,01.05.2013,2013,104,79,57,19,47,5,21,0,30,30
2,5,02.05.2013,2013,106,0,68,0,55,0,20,0,30,30
3,5,03.05.2013,2013,97,79,72,57,74,28,23,5,30,0
4,5,04.05.2013,2013,95,81,73,55,79,35,22,0,30,0
5,5,05.05.2013,2013,108,0,73,0,83,0,18,0,30,30
6,5,06.05.2013,2013,99,81,75,59,74,34,17,0,30,30
7,5,07.05.2013,2013,93,79,73,61,79,36,21,3,30,0
8,5,08.05.2013,2013,93,79,73,61,79,36,23,0,30,30
9,5,09.05.2013,2013,91,79,73,61,74,36,24,8,30,0
10,5,10.05.2013,2013,91,81,73,68,74,46,25,9,30,0
11,5,11.05.2013,2013,93,81,75,68,79,44,209,0,30,0
12,5,12.05.2013,2013,93,81,75,70,79,46,25,5,30,30
13,5,13.05.2013,2013,95,81,73,68,79,41,15,0,30,0
14,5,14.05.2013,2013,95,81,77,72,84,47,21,7,30,30
15,5,15.05.2013,2013,100,81,77,55,84,22,24,6,30,0
16,5,16.05.2013,2013,97,0,77,0,84,0,20,0,30,30
17,5,17.05.2013,2013,97,81,75,55,84,25,18,3,30,30
18,5,18.05.2013,2013,102,81,75,57,84,22,123,6,30,30
19,5,19.05.2013,2013,95,82,77,68,79,49,22,0,30,30
20,5,20.05.2013,2013,99,82,75,64,79,32,23,7,30,30
21,5,21.05.2013,2013,95,81,77,63,84,34,21,0,30,30
22,5,22.05.2013,2013,99,82,81,55,79,24,29,7,30,30
23,5,23.05.2013,2013,97,82,77,63,79,32,31,12,30,0
24,5,24.05.2013,2013,93,82,79,73,79,56,28,0,30,30
25,5,25.05.2013,2013,93,82,77,73,79,55,28,14,30,30
26,5,26.05.2013,2013,91,82,77,72,84,52,26,0,30,30
27,5,27.05.2013,2013,93,82,77,72,84,52,23,10,30,30
28,5,28.05.2013,2013,97,82,75,64,79,34,35,12,30,0
29,5,29.05.2013,2013,95,0,79,0,79,0,30,12,30,30
30,5,30.05.2013,2013,95,82,75,70,74,44,30,10,30,0
